url,isMalicious,domain,created,isIP
samsclub.com/sams/laser-paper-inkjet-paper/1728.cp?xid=hdr_business3_office_paper-envelopes_laser-inkjet-paper,0,samsclub.com,1995-08-11 04:00:00.000,False
twincitiesfirm.com,0,twincitiesfirm.com,2008-04-01 06:33:12.000,False
rheumatology.org/About-Us/Careers-at-ACR,0,rheumatology.org,1995-10-07 04:00:00.000,False
inprnt.com/browse/editions,0,inprnt.com,2003-05-13 04:54:00.000,False
cnbeta.com/articles/tech/586845.htm,0,cnbeta.com,2003-06-22 04:00:00.000,False
w3schools.com/about/about_copyright.asp,0,w3schools.com,2000-03-21 00:00:00.000,False
rumormillnews.com/cgi-bin/forum.cgi?noframes;read=61358,0,rumormillnews.com,1998-06-09 00:00:00.000,False
imdb.com/name/nm0000249/bio,0,imdb.com,1996-01-04 21:00:00.000,False
classmates.com/directory/public/memberprofile/list.htm?regId=250658221,0,classmates.com,1994-11-16 05:00:00.000,False
dubnagrad.ru/forum/viewtopic.php?pid=9546#p9546,0,dubnagrad.ru,2007-11-29 21:00:00.000,False
stormfront.org/forum/member.php?u=358,0,stormfront.org,1995-01-11 05:00:00.000,False
ks5u.com/tbbk/Index.asp?Id=0402071,0,ks5u.com,2005-12-05 08:40:04.000,False
acor.org/listservs/join/30,0,acor.org,1996-09-01 04:00:00.000,False
garageband.com/accessibility,0,garageband.com,1999-05-03 19:13:33.000,False
cjol.com/pubport/common/goto/151835,0,cjol.com,1997-08-25 04:00:00.000,False
chazidian.com/wenyanwen73110,0,chazidian.com,2007-07-31 04:00:00.000,False
wikia.com/wiki/Sylvia_Browne,0,wikia.com,2003-12-09 00:00:00.000,False
vimeo.com/1847644,0,vimeo.com,2004-12-15 00:38:55.000,False
petitfute.com/v50211-venise,0,petitfute.com,1997-11-24 00:00:00.000,False
force.com/CBSi/knowledgehome?referer=cnet.com,0,force.com,1991-05-19 21:00:00.000,False
infineon.com/cms/en/applications,0,infineon.com,1999-02-12 05:00:00.000,False
liaoyi.com/age/2015/12/4867189.html,0,liaoyi.com,2010-10-02 00:00:00.000,False
leagle.com/decision/In%20FCO%2020160906039/McNeill%20v.%20U.S.,0,leagle.com,1997-01-09 00:00:00.000,False
made.com/chairs/tub-chairs,0,made.com,2009-11-16 00:00:00.000,False
vendini.com/patron-management/segmentation,0,vendini.com,2001-12-22 00:00:00.000,False
theiet.org/membership/career/courses/index.cfm?origin=foot-links,0,theiet.org,2004-05-28 10:50:36.000,False
gosugamers.net/dota2/features/43696-top-weekly-workshop-submissions-toasty-and-the-story-behind-his-passion-for-dota2-items#comments,0,gosugamers.net,2004-12-10 00:00:00.000,False
tvseriesfinale.com/tv-show/raising-hope,0,tvseriesfinale.com,2005-08-18 17:08:30.000,False
williams-sonoma.com/shop/food/food-cocktail-mixes/?cm_type=gnav,0,williams-sonoma.com,1995-10-02 21:00:00.000,False
nhl.com/club/news.htm?id=550586,0,nhl.com,1994-10-18 04:00:00.000,False
americanbar.org/content/aba/cle/minding_your_business.html,0,americanbar.org,2000-01-07 16:28:52.000,False
truthforlife.org/resources/sermon,0,truthforlife.org,1996-11-01 05:00:00.000,False
wrbl.com/terms-of-use,0,wrbl.com,1996-06-27 04:00:00.000,False
leprogres.fr/actualite/2017/03/19/la-semaine-de-dubouillon#commentaires,0,leprogres.fr,1996-04-25 00:00:00.000,False
dietsinreview.com/diets/Medifast,0,dietsinreview.com,2007-02-16 00:00:00.000,False
disunplugged.com/2009/09/21/iron-chef-cat-cora-talks-about-kouzzina,0,disunplugged.com,2006-10-04 00:00:00.000,False
systemrequirementslab.com/cyri/requirements/armello/12828,0,systemrequirementslab.com,2004-10-18 00:00:00.000,False
greenbaypressgazette.com/sturgeon-bay-WI/travel/resorts/Stone-Harbor-Resort-and-Conference-Center-920-746-0700,0,greenbaypressgazette.com,1997-11-05 00:00:00.000,False
eachnet.com/us/search/31388--------.html,0,eachnet.com,1999-05-19 00:00:00.000,False
maisonsdumonde.com/FR/fr/categorie/tours-de-lit-bebe-nbf7c5c63093618a8276d1c6c20302a16164f9a0.htm,0,maisonsdumonde.com,2004-07-22 00:00:00.000,False
corning.com/worldwide/en/industries/transportation.html,0,corning.com,1991-12-18 05:00:00.000,False
qihuiwang.com/businessguide/20170320162222.html,0,qihuiwang.com,2009-04-25 06:29:17.000,False
royalparks.org.uk/about-us/contact-us,0,royalparks.org.uk,2000-11-20 00:00:00.000,False
bloglit.ru/sovremennaya-jivopis,0,bloglit.ru,2009-08-08 20:00:00.000,False
freedigitalphotos.net/images/Sports_and_Leisure_g37.html,0,freedigitalphotos.net,2004-07-07 00:00:00.000,False
championat.com/hockey/_eurotour.html,0,championat.com,2005-07-25 14:39:38.000,False
discovermagazine.com/tags/paleontology,0,discovermagazine.com,1997-06-19 00:00:00.000,False
forbes.com/profile/maria-franca-fissolo,0,forbes.com,1993-06-17 00:00:00.000,False
leparisien.fr/espace-securise/logout,0,leparisien.fr,2009-09-02 00:00:00.000,False
buyma.com/r/-A2002015000,0,buyma.com,2004-01-19 06:36:19.000,False
youtube.com/watch?v=hz3OGoAN4Wo,0,youtube.com,2005-02-14 21:13:12.000,False
tourismvancouver.com/activities/family-kids,0,tourismvancouver.com,1998-10-15 00:00:00.000,False
flixster.com/actor/marguerite-churchill,0,flixster.com,2003-06-24 12:11:20.000,False
jumei.com/act/4-1141-118866-20170321_15252_pc.html?from=all_null_index_yure_banner_two&lo=3537&mat=122566,0,jumei.com,2006-01-31 19:12:43.000,False
presstelegram.com/government-and-politics/20170320/measure-h-quarter-cent-sales-tax-to-fight-la-county-homelessness-passes,0,presstelegram.com,1998-11-02 05:00:00.000,False
bored.com/cat/puns,0,bored.com,1997-05-24 04:00:00.000,False
lequipe.fr/Football/Championnat-d-espagne,0,lequipe.fr,1997-03-11 00:00:00.000,False
joc.com/international-logistics/distribution-centers,0,joc.com,1994-09-19 04:00:00.000,False
nationalgaragedoors.com,0,nationalgaragedoors.com,2007-08-24 00:00:00.000,False
forum-auto.com/les-clubs/jeux-videos/debut.htm,0,forum-auto.com,2001-03-05 18:42:26.000,False
cnc-printers.ru/tags/Suda,0,cnc-printers.ru,2011-12-15 18:58:43.000,False
offcn.com/hbgwy/kaoshi/1375,0,offcn.com,2002-11-09 00:00:00.000,False
all-free-download.com/free-vector/vector-2017,0,all-free-download.com,2008-03-10 00:00:00.000,False
neowin.net/news/class-action-lawsuit-lodged-against-lg-for-bootloop-issues-affecting-the-g4-and-v10#comments,0,neowin.net,2000-10-02 00:00:00.000,False
720yun.com/t/52djOpwyzf3,0,720yun.com,2013-11-26 04:26:02.000,False
servinghistory.com/topics/Joseph_Bourret,0,servinghistory.com,2008-07-22 21:10:55.000,False
pinkbike.com/u/norcobicycles,0,pinkbike.com,2000-02-02 01:38:39.000,False
thework.com/en/newsroom,0,thework.com,1996-12-12 00:00:00.000,False
smu.edu.sg/news/2017/02/22/smus-2016-graduates-match-previous-years-employment-rate-and-see-salary-increases,0,smu.edu.sg,1998-02-24 00:00:00.000,False
sugru.com/home-diy/how-to-organise-your-shower-without-drilling,0,sugru.com,2006-02-13 00:00:00.000,False
jiaodong.net/av/system/2017/03/15/013390001.shtml,0,jiaodong.net,2002-04-16 10:02:25.000,False
wkyc.com/features/healthexpo,0,wkyc.com,1999-03-15 05:00:00.000,False
lesinrocks.com/musique/critique-album/superpoze-for-we-the-living,0,lesinrocks.com,1999-06-16 16:27:11.000,False
seriouseats.com/2017/03/what-to-do-with-panko-bread-crumbs.html,0,seriouseats.com,2006-04-07 00:00:00.000,False
trustwave.com/Resources/Security-Advisories,0,trustwave.com,2000-04-12 00:00:00.000,False
twitter.com/TawneyDarling/status/590250669283483648,0,twitter.com,2000-01-21 16:28:17.000,False
movies.com/movie-news/movie-news-kate-mckinnon-mila-kunis-touted-for-comedy-39the-spy-who-dumped-me39-first-39the-dark-tower39-poster/22320,0,movies.com,1996-02-24 05:00:00.000,False
seattlechildrens.org/employees,0,seattlechildrens.org,1998-09-08 04:00:00.000,False
facecool.com/forum/topic/listForTag?tag=to,0,facecool.com,2006-08-17 22:18:12.000,False
metalstorm.net/bands/band.php?band_id=169&bandname=Shaman,0,metalstorm.net,2009-02-27 20:19:00.000,False
tzmib.com/wp-content/uploads/2016/12/blog-fig1-2.png,0,tzmib.com,2014-01-16 09:53:12.000,False
souq.com/ae-en/educational-book/l,0,souq.com,1996-02-01 00:00:00.000,False
familyhandyman.com/cleaning/mold-and-mildew,0,familyhandyman.com,1996-03-12 00:00:00.000,False
kenyaheritagestudio.com/index.php/who-we-are/our-profile,0,kenyaheritagestudio.com,2010-12-28 19:07:52.000,False
kentucky.com/news/local/watchdog/#navlink=subnav,0,kentucky.com,1998-07-21 00:00:00.000,False
elsalvador.com/articulo/nacional/pacientes-oftalmologia-del-isss-siguen-sin-ser-atendidos-144309,0,elsalvador.com,1995-12-13 00:00:00.000,False
mtv.com/news/articles/1562302/real-world-alum-frankie-abernathy-dead-at-25.jhtml,0,mtv.com,1995-02-13 21:00:00.000,False
ozpp.ru/news/ozpp-dobrovolno-vozmet-yarlyk-inostrannogo-agenta.html,0,ozpp.ru,2003-08-21 20:00:00.000,False
surveygizmo.com/survey-blog,0,surveygizmo.com,2005-04-19 16:04:43.000,False
californiakidneyspecialists.com/oqsoe/download-lagu-tetap-bahagia-di-film-anak-sekolahan.html,0,californiakidneyspecialists.com,2000-07-20 00:00:00.000,False
angelfire.com/va/HOBBS/shivertaker.html,0,angelfire.com,1998-10-15 04:00:00.000,False
muscleandfitness.com/workouts/workout-routines/gain-10-pounds-muscle-4-weeks,0,muscleandfitness.com,1997-07-17 00:00:00.000,False
waset.org/topic/Energy-and-Power-Engineering/2017/12/sydney,0,waset.org,2007-02-15 19:31:51.000,False
nxnews.net./ds/szsdt/201703/t20170320_4238946.html,0,nxnews.net,2003-01-08 04:32:00.000,False
maigoo.com/brand10/list_3659.html,0,maigoo.com,2006-03-26 16:00:00.000,False
nybg.org/adulted,0,nybg.org,1992-06-01 04:00:00.000,False
eldorado.ru/bitrix/rk.php?id=22108&event1=banner&event2=click&event3=1 / [22108] [RD3_INDEX_BRAND_LIST] SAMSUNG&goto=/prm/?page_code=samsung-lp,0,eldorado.ru,1998-02-09 16:17:52.000,False
piedraartificialrosaman.com/index.php/quienes-somos,0,piedraartificialrosaman.com,2008-09-17 17:24:26.000,False
crimestoppers-uk.org/in-your-area/eastern/hertfordshire/hitchin-mum-running-london-marathon-to-help-fight-crime,0,crimestoppers-uk.org,1998-07-14 04:00:00.000,False
gliffy.com/uses/web-site-map-software,0,gliffy.com,2005-08-01 20:01:31.000,False
automotivedigitalmarketing.com/profile/johnpaul?xg_source=activity,0,automotivedigitalmarketing.com,2008-01-11 00:00:00.000,False
lubbockonline.com/life/2017-03-20/peffley-graft-saves-trees-serious-bark-damage,0,lubbockonline.com,1996-04-03 05:00:00.000,False
milwaukee-et.com/int/es/es_site.nsf/frmIndex?ReadForm,0,milwaukee-et.com,2014-09-06 18:20:28.000,False
hattiesburgamerican.com/opinion/columnists,0,hattiesburgamerican.com,1998-07-06 00:00:00.000,False
askbiography.com/bio/Larry_Steele.html,0,askbiography.com,2009-07-21 00:00:00.000,False
medicationsoverthecounter.com#/overcounter/motion-sickness.html,0,medicationsoverthecounter.com,2016-09-17 18:50:03.000,False
gunfreezone.net/wordpress/index.php/2011/04/13/a-giant-of-my-past-is-gone-roger-nichols,0,gunfreezone.net,2007-12-06 00:00:00.000,False
etonline.com/tv/213262_exclusive_the_walking_dead_boss_addresses_that_gay_reveal_jesus_is_so_much_more_than_his_sexuality,0,etonline.com,1997-09-15 00:00:00.000,False
littelfuse.com/technical-resources/online-tools/ecatalogs.aspx,0,littelfuse.com,1996-02-18 00:00:00.000,False
funnyordie.com/sitemap/channels/M,0,funnyordie.com,2007-01-31 00:00:00.000,False
stabroeknews.com/2017/features/sunday/so-it-go/03/19/caribbean-instincts,0,stabroeknews.com,1997-07-23 00:00:00.000,False
dailytarheel.com/blog/future-heels,0,dailytarheel.com,2000-03-02 00:00:00.000,False
insee.fr/fr/information/2383410,0,insee.fr,1996-07-05 00:00:00.000,False
blaine.wa.us/index.aspx?NID=132,0,blaine.wa.us,2002-04-18 20:42:06.000,False
